Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Reason_type1,Reason_type2,Reason_type3,Reason_type4
13/03/2017,179,51,38,244.387,31,1,0,0,2,False,False,False,True
13/03/2017,235,11,37,244.387,29,3,1,1,8,False,False,False,True
14/03/2017,179,22,40,244.387,22,2,2,0,8,False,False,False,True
14/03/2017,378,49,36,244.387,21,1,2,4,8,False,False,False,True
20/03/2017,179,51,38,244.387,31,1,0,0,16,False,False,False,True
22/03/2017,361,52,28,244.387,27,1,1,4,8,False,False,False,True
22/03/2017,369,17,31,244.387,25,1,3,0,0,False,False,False,False
23/03/2017,235,11,37,244.387,29,3,1,1,8,False,False,True,False
24/03/2017,118,13,50,244.387,31,1,1,0,2,False,False,False,True
28/03/2017,118,13,50,244.387,31,1,1,0,3,True,False,False,False
29/03/2017,118,13,50,244.387,31,1,1,0,8,True,False,False,False
30/03/2017,235,11,37,244.387,29,3,1,1,0,False,False,False,False
30/03/2017,246,25,41,244.387,23,1,0,0,0,False,False,False,False
30/03/2017,118,13,50,244.387,31,1,1,0,0,False,False,False,False
31/03/2017,179,51,38,244.387,31,1,0,0,8,False,False,False,True
31/03/2017,289,36,33,244.387,30,1,2,1,8,False,False,False,True
27/03/2017,260,50,36,244.387,23,1,4,0,8,False,False,True,False
28/03/2017,246,25,41,244.387,23,1,0,0,2,False,False,False,True
05/04/2017,179,51,38,239.409,31,1,0,0,4,False,False,False,True
07/04/2017,260,50,36,239.409,23,1,4,0,3,False,False,False,True
07/04/2017,330,16,28,239.409,25,2,0,0,4,False,False,False,True
10/04/2017,369,17,31,239.409,25,1,3,0,4,False,False,False,True
10/04/2017,248,25,47,239.409,32,1,2,1,4,False,False,False,True
12/04/2017,330,16,28,239.409,25,2,0,0,8,False,False,False,True
12/04/2017,179,51,38,239.409,31,1,0,0,8,False,False,False,True
17/04/2017,118,13,50,239.409,31,1,1,0,1,False,False,False,True
19/04/2017,118,13,50,239.409,31,1,1,0,120,True,False,False,False
28/04/2017,300,26,43,239.409,25,1,2,1,8,False,False,False,True
28/04/2017,260,50,36,239.409,23,1,4,0,4,False,False,False,True
24/04/2017,179,51,38,239.409,31,1,0,0,4,False,False,False,True
26/04/2017,118,10,37,239.409,28,1,0,0,2,True,False,False,False
01/05/2017,235,20,43,246.074,38,1,1,0,16,True,False,False,False
03/05/2017,248,25,47,246.074,32,1,2,1,2,False,False,False,True
08/05/2017,369,17,31,246.074,25,1,3,0,8,True,False,False,False
10/05/2017,179,26,30,246.074,19,3,0,0,3,False,False,False,True
10/05/2017,179,51,38,246.074,31,1,0,0,4,False,False,False,True
11/05/2017,361,52,28,246.074,27,1,1,4,1,False,False,False,True
12/05/2017,260,50,36,246.074,23,1,4,0,3,False,False,False,True
15/05/2017,179,22,40,246.074,22,2,2,0,2,True,False,False,False
15/05/2017,179,22,40,246.074,22,2,2,0,3,True,False,False,False
17/05/2017,228,14,58,246.074,22,1,2,1,8,False,False,True,False
17/05/2017,225,26,28,246.074,24,1,1,2,3,False,False,False,True
19/05/2017,330,16,28,246.074,25,2,0,0,8,True,False,False,False
22/05/2017,179,26,30,246.074,19,3,0,0,2,False,False,False,True
22/05/2017,118,10,37,246.074,28,1,0,0,1,False,False,False,True
29/05/2017,235,11,37,246.074,29,3,1,1,8,True,False,False,False
31/05/2017,179,26,30,246.074,19,3,0,0,3,False,False,False,True
05/06/2017,118,10,37,253.957,28,1,0,0,3,False,False,False,True
05/06/2017,179,51,38,253.957,31,1,0,0,3,False,False,False,True
06/06/2017,118,10,37,253.957,28,1,0,0,2,False,False,False,True
08/06/2017,225,26,28,253.957,24,1,1,2,4,False,False,False,True
09/06/2017,260,50,36,253.957,23,1,4,0,4,False,False,False,True
09/06/2017,179,51,38,253.957,31,1,0,0,0,False,False,False,False
12/06/2017,291,31,40,253.957,25,1,1,1,40,True,False,False,False
12/06/2017,179,51,38,253.957,31,1,0,0,24,False,False,False,True
13/06/2017,246,25,41,253.957,23,1,0,0,3,False,False,False,True
19/06/2017,179,51,38,253.957,31,1,0,0,4,False,False,False,True
20/06/2017,235,20,43,253.957,38,1,1,0,8,False,False,False,True
26/06/2017,179,51,38,253.957,31,1,0,0,2,False,False,False,True
28/06/2017,225,26,28,253.957,24,1,1,2,2,False,False,False,True
28/06/2017,118,13,50,253.957,31,1,1,0,2,False,False,False,True
28/06/2017,179,51,38,253.957,31,1,0,0,8,True,False,False,False
28/06/2017,179,26,30,253.957,19,3,0,0,2,False,False,True,False
30/06/2017,246,25,41,253.957,23,1,0,0,2,False,False,False,True
27/06/2017,330,16,28,253.957,25,2,0,0,1,True,False,False,False
27/06/2017,235,11,37,253.957,29,3,1,1,8,True,False,False,False
06/07/2017,179,26,30,230.29,19,3,0,0,2,False,False,False,True
06/07/2017,225,26,28,230.29,24,1,1,2,4,False,False,False,True
07/07/2017,260,50,36,230.29,23,1,4,0,8,True,False,False,False
10/07/2017,268,11,33,230.29,25,2,0,0,8,True,False,False,False
14/07/2017,330,16,28,230.29,25,2,0,0,8,False,False,False,True
14/07/2017,118,10,37,230.29,28,1,0,0,8,False,False,False,True
17/07/2017,260,50,36,230.29,23,1,4,0,4,False,False,False,True
18/07/2017,118,10,37,230.29,28,1,0,0,8,False,False,False,True
24/07/2017,300,26,43,230.29,25,1,2,1,8,False,True,False,False
24/07/2017,235,29,48,230.29,33,1,1,5,1,False,False,False,True
25/07/2017,246,25,41,230.29,23,1,0,0,2,False,False,False,True
25/07/2017,225,26,28,230.29,24,1,1,2,112,True,False,False,False
25/07/2017,179,51,38,230.29,31,1,0,0,1,False,False,False,True
28/07/2017,118,13,50,230.29,31,1,1,0,1,False,False,False,True
28/07/2017,361,52,28,230.29,27,1,1,4,8,False,False,False,True
24/07/2017,289,36,33,230.29,30,1,2,1,8,False,False,False,True
24/07/2017,235,20,43,230.29,38,1,1,0,8,False,False,False,True
25/07/2017,246,25,41,230.29,23,1,0,0,2,False,False,False,True
27/07/2017,291,31,40,230.29,25,1,1,1,1,False,False,False,True
27/07/2017,279,5,39,230.29,24,1,2,0,2,False,False,False,True
03/08/2017,179,51,38,249.797,31,1,0,0,4,False,False,False,True
07/08/2017,179,22,40,249.797,22,2,2,0,1,False,False,False,True
08/08/2017,246,25,41,249.797,23,1,0,0,4,False,False,False,True
08/08/2017,118,10,37,249.797,28,1,0,0,4,False,False,False,True
08/08/2017,289,36,33,249.797,30,1,2,1,8,False,False,False,True
08/08/2017,235,20,43,249.797,38,1,1,0,8,False,False,False,True
10/08/2017,291,31,40,249.797,25,1,1,1,4,False,False,False,True
14/08/2017,179,51,38,249.797,31,1,0,0,4,False,False,False,True
15/08/2017,179,22,40,249.797,22,2,2,0,8,False,False,False,True
17/08/2017,330,16,28,249.797,25,2,0,0,16,False,False,False,True
22/08/2017,235,11,37,249.797,29,3,1,1,4,False,False,False,True
22/08/2017,246,25,41,249.797,23,1,0,0,1,False,False,False,True
22/08/2017,118,10,37,249.797,28,1,0,0,5,False,False,False,True
24/08/2017,291,31,40,249.797,25,1,1,1,2,False,False,False,True
28/08/2017,260,50,36,249.797,23,1,4,0,3,False,False,False,True
05/09/2017,246,25,41,261.756,23,1,0,0,1,False,False,False,True
05/09/2017,246,25,41,261.756,23,1,0,0,1,False,False,False,True
05/09/2017,118,10,37,261.756,28,1,0,0,3,False,False,False,True
05/09/2017,155,12,34,261.756,25,1,2,0,2,False,False,False,True
07/09/2017,291,31,40,261.756,25,1,1,1,2,False,False,False,True
08/09/2017,179,26,30,261.756,19,3,0,0,8,False,False,False,True
08/09/2017,248,25,47,261.756,32,1,2,1,1,False,False,False,True
11/09/2017,179,51,38,261.756,31,1,0,0,4,False,False,False,True
13/09/2017,225,26,28,261.756,24,1,1,2,1,False,False,False,True
18/09/2017,179,26,30,261.756,19,3,0,0,2,False,False,False,True
19/09/2017,369,17,31,261.756,25,1,3,0,8,False,False,False,True
26/09/2017,361,52,28,261.756,27,1,1,4,8,False,False,False,True
05/10/2017,289,48,49,284.853,36,1,0,2,1,True,False,False,False
05/10/2017,235,16,32,284.853,25,3,0,0,3,True,False,False,False
06/10/2017,246,25,41,284.853,23,1,0,0,8,False,False,False,True
11/10/2017,289,48,49,284.853,36,1,0,2,3,True,False,False,False
11/10/2017,291,31,40,284.853,25,1,1,1,2,False,False,False,True
17/10/2017,118,10,37,284.853,28,1,0,0,2,False,False,False,True
19/10/2017,289,48,49,284.853,36,1,0,2,2,False,False,False,True
20/10/2017,291,31,40,284.853,25,1,1,1,1,False,False,False,True
24/10/2017,225,26,28,284.853,24,1,1,2,2,False,False,False,True
24/10/2017,369,17,31,284.853,25,1,3,0,8,False,False,False,True
24/10/2017,369,17,31,284.853,25,1,3,0,3,False,False,False,True
24/10/2017,225,26,28,284.853,24,1,1,2,4,False,False,False,True
24/10/2017,369,17,31,284.853,25,1,3,0,8,False,False,False,True
25/10/2017,179,51,38,284.853,31,1,0,0,3,False,False,False,True
25/10/2017,228,14,58,284.853,22,1,2,1,1,True,False,False,False
25/10/2017,291,31,40,284.853,25,1,1,1,1,False,False,False,True
26/10/2017,369,17,31,284.853,25,1,3,0,8,True,False,False,False
26/10/2017,225,26,28,284.853,24,1,1,2,1,True,False,False,False
27/10/2017,369,17,31,284.853,25,1,3,0,8,True,False,False,False
27/10/2017,225,26,28,284.853,24,1,1,2,3,True,False,False,False
29/10/2017,189,29,33,284.853,25,1,2,2,8,False,False,False,True
29/10/2017,235,16,32,284.853,25,3,0,0,8,True,False,False,False
29/10/2017,248,25,47,284.853,32,1,2,1,8,True,False,False,False
29/10/2017,225,26,28,284.853,24,1,1,2,0,False,False,False,False
31/10/2017,225,26,28,284.853,24,1,1,2,3,True,False,False,False
07/11/2017,179,51,38,268.519,31,1,0,0,1,False,False,True,False
08/11/2017,118,10,37,268.519,28,1,0,0,3,False,False,False,True
08/11/2017,330,16,28,268.519,25,2,0,0,24,True,False,False,False
10/11/2017,179,51,38,268.519,31,1,0,0,1,False,False,False,True
14/11/2017,118,10,37,268.519,28,1,0,0,8,True,False,False,False
15/11/2017,289,36,33,268.519,30,1,2,1,8,False,False,False,True
17/11/2017,235,16,32,268.519,25,3,0,0,8,True,False,False,False
17/11/2017,225,26,28,268.519,24,1,1,2,4,False,False,False,True
21/11/2017,361,52,28,268.519,27,1,1,4,8,False,False,False,True
22/11/2017,291,31,40,268.519,25,1,1,1,2,False,False,False,True
23/11/2017,118,10,37,268.519,28,1,0,0,2,True,False,False,False
23/11/2017,225,26,28,268.519,24,1,1,2,3,True,False,False,False
27/11/2017,179,51,38,268.519,31,1,0,0,1,False,False,False,True
27/11/2017,118,10,37,268.519,28,1,0,0,8,False,False,False,True
28/11/2017,118,10,37,268.519,28,1,0,0,8,True,False,False,False
28/11/2017,225,26,28,268.519,24,1,1,2,2,False,False,False,True
28/11/2017,291,31,40,268.519,25,1,1,1,0,False,False,False,False
29/11/2017,289,36,33,268.519,30,1,2,1,0,False,False,False,False
30/11/2017,248,25,47,268.519,32,1,2,1,4,True,False,False,False
30/11/2017,235,20,43,268.519,38,1,1,0,0,False,False,False,False
24/11/2017,225,26,28,268.519,24,1,1,2,2,False,False,False,True
24/11/2017,369,17,31,268.519,25,1,3,0,8,False,False,False,True
27/11/2017,361,52,28,268.519,27,1,1,4,2,False,False,False,True
05/12/2017,179,51,38,280.549,31,1,0,0,32,True,False,False,False
06/12/2017,291,31,40,280.549,25,1,1,1,1,False,False,False,True
06/12/2017,225,26,28,280.549,24,1,1,2,3,False,False,False,True
08/12/2017,179,26,30,280.549,19,3,0,0,1,True,False,False,False
08/12/2017,225,26,28,280.549,24,1,1,2,3,False,False,False,True
13/12/2017,225,26,28,280.549,24,1,1,2,3,False,False,False,True
14/12/2017,361,52,28,280.549,27,1,1,4,4,True,False,False,False
15/12/2017,179,22,40,280.549,22,2,2,0,2,False,False,True,False
15/12/2017,235,20,43,280.549,38,1,1,0,8,False,False,False,True
18/12/2017,233,51,31,280.549,21,2,1,8,8,False,False,True,False
19/12/2017,179,26,30,280.549,19,3,0,0,16,True,False,False,False
19/12/2017,225,26,28,280.549,24,1,1,2,2,False,False,False,True
21/12/2017,225,26,28,280.549,24,1,1,2,3,False,False,False,True
18/12/2017,225,26,28,280.549,24,1,1,2,2,False,False,False,True
19/12/2017,155,12,34,280.549,25,1,2,0,80,False,False,True,False
01/01/2018,179,26,30,313.532,19,3,0,0,24,True,False,False,False
04/01/2018,179,26,30,313.532,19,3,0,0,16,True,False,False,False
04/01/2018,179,22,40,313.532,22,2,2,0,2,False,False,False,True
05/01/2018,179,22,40,313.532,22,2,2,0,2,False,False,False,True
08/01/2018,179,26,30,313.532,19,3,0,0,3,True,False,False,False
10/01/2018,179,22,40,313.532,22,2,2,0,2,False,False,False,True
11/01/2018,289,48,49,313.532,36,1,0,2,8,True,False,False,False
12/01/2018,179,22,40,313.532,22,2,2,0,3,False,False,True,False
15/01/2018,179,26,30,313.532,19,3,0,0,2,False,False,False,True
16/01/2018,155,12,34,313.532,25,1,2,0,8,False,False,True,False
17/01/2018,179,26,30,313.532,19,3,0,0,2,False,False,False,True
17/01/2018,179,51,38,313.532,31,1,0,0,3,False,False,False,True
17/01/2018,289,36,33,313.532,30,1,2,1,8,True,False,False,False
18/01/2018,179,51,38,313.532,31,1,0,0,3,False,False,False,True
26/01/2018,179,51,38,313.532,31,1,0,0,2,False,False,False,True
06/02/2018,179,51,38,264.249,31,1,0,0,8,True,False,False,False
06/02/2018,225,26,28,264.249,24,1,1,2,3,False,False,False,True
07/02/2018,248,25,47,264.249,32,1,2,1,8,True,False,False,False
07/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
08/02/2018,225,26,28,264.249,24,1,1,2,3,False,False,False,True
08/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
08/02/2018,179,26,30,264.249,19,3,0,0,2,False,False,False,True
09/02/2018,225,15,41,264.249,28,4,2,2,2,False,False,False,True
09/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
12/02/2018,233,51,31,264.249,21,2,1,8,2,False,False,True,False
12/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
13/02/2018,225,26,28,264.249,24,1,1,2,8,True,False,False,False
14/02/2018,179,51,38,264.249,31,1,0,0,3,False,False,False,True
15/02/2018,179,51,38,264.249,31,1,0,0,3,False,False,False,True
15/02/2018,225,26,28,264.249,24,1,1,2,3,False,False,False,True
15/02/2018,179,26,30,264.249,19,3,0,0,2,True,False,False,False
16/02/2018,179,22,40,264.249,22,2,2,0,2,False,False,False,True
16/02/2018,179,51,38,264.249,31,1,0,0,3,False,False,False,True
21/02/2018,233,51,31,264.249,21,2,1,8,3,True,False,False,False
21/02/2018,179,26,30,264.249,19,3,0,0,2,False,False,False,True
21/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
22/02/2018,179,51,38,264.249,31,1,0,0,8,True,False,False,False
23/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
26/02/2018,155,12,34,264.249,25,1,2,0,5,False,False,False,True
26/02/2018,235,16,32,264.249,25,3,0,0,3,False,False,False,True
26/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
26/02/2018,225,26,28,264.249,24,1,1,2,2,True,False,False,False
27/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
27/02/2018,248,25,47,264.249,32,1,2,1,2,False,False,False,True
27/02/2018,225,26,28,264.249,24,1,1,2,2,False,False,False,True
28/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
22/02/2018,179,51,38,264.249,31,1,0,0,2,False,False,False,True
23/02/2018,235,16,32,264.249,25,3,0,0,2,False,False,False,True
05/03/2018,179,51,38,222.196,31,1,0,0,2,False,False,False,True
05/03/2018,248,25,47,222.196,32,1,2,1,2,False,False,False,True
06/03/2018,228,14,58,222.196,22,1,2,1,3,False,False,False,True
06/03/2018,248,25,47,222.196,32,1,2,1,3,False,False,False,True
06/03/2018,228,14,58,222.196,22,1,2,1,112,True,False,False,False
07/03/2018,179,51,38,222.196,31,1,0,0,2,False,False,False,True
08/03/2018,225,26,28,222.196,24,1,1,2,2,False,False,False,True
08/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
08/03/2018,225,26,28,222.196,24,1,1,2,2,False,False,False,True
09/03/2018,179,26,30,222.196,19,3,0,0,3,False,False,False,True
12/03/2018,235,16,32,222.196,25,3,0,0,3,False,False,False,True
12/03/2018,361,52,28,222.196,27,1,1,4,8,False,False,True,False
13/03/2018,179,51,38,222.196,31,1,0,0,8,True,False,False,False
14/03/2018,179,51,38,222.196,31,1,0,0,2,False,False,False,True
15/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
16/03/2018,179,26,30,222.196,19,3,0,0,2,False,False,False,True
19/03/2018,179,51,38,222.196,31,1,0,0,4,True,False,False,False
19/03/2018,248,25,47,222.196,32,1,2,1,2,True,False,False,False
19/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
19/03/2018,225,26,28,222.196,24,1,1,2,8,True,False,False,False
20/03/2018,179,51,38,222.196,31,1,0,0,2,False,False,False,True
21/03/2018,289,36,33,222.196,30,1,2,1,8,False,False,False,True
21/03/2018,228,14,58,222.196,22,1,2,1,2,False,False,False,True
21/03/2018,179,51,38,222.196,31,1,0,0,2,False,False,False,True
22/03/2018,248,25,47,222.196,32,1,2,1,3,False,False,False,True
22/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
23/03/2018,179,26,30,222.196,19,3,0,0,2,False,False,False,True
23/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
27/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
28/03/2018,118,15,46,222.196,25,1,2,0,8,False,False,False,True
28/03/2018,155,12,34,222.196,25,1,2,0,24,True,False,False,False
28/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
29/03/2018,179,51,38,222.196,31,1,0,0,3,False,False,False,True
26/03/2018,179,26,30,222.196,19,3,0,0,2,True,False,False,False
26/03/2018,289,36,33,222.196,30,1,2,1,104,False,False,True,False
28/03/2018,369,17,31,222.196,25,1,3,0,8,False,False,False,True
02/04/2018,225,26,28,246.288,24,1,1,2,8,True,False,False,False
02/04/2018,118,10,37,246.288,28,1,0,0,8,True,False,False,False
03/04/2018,361,52,28,246.288,27,1,1,4,8,False,False,True,False
04/04/2018,248,25,47,246.288,32,1,2,1,8,False,False,True,False
05/04/2018,189,29,33,246.288,25,1,2,2,8,True,False,False,False
06/04/2018,179,26,30,246.288,19,3,0,0,2,False,False,False,True
09/04/2018,369,17,31,246.288,25,1,3,0,24,True,False,False,False
10/04/2018,179,22,40,246.288,22,2,2,0,2,False,True,False,False
10/04/2018,118,13,50,246.288,31,1,1,0,3,False,False,False,True
10/04/2018,361,52,28,246.288,27,1,1,4,2,False,False,False,True
11/04/2018,118,10,37,246.288,28,1,0,0,2,True,False,False,False
13/04/2018,235,11,37,246.288,29,3,1,1,8,False,False,False,True
13/04/2018,179,26,30,246.288,19,3,0,0,2,False,False,False,True
16/04/2018,225,26,28,246.288,24,1,1,2,8,False,False,True,False
17/04/2018,235,16,32,246.288,25,3,0,0,3,False,True,False,False
20/04/2018,179,26,30,246.288,19,3,0,0,2,False,False,False,True
24/04/2018,155,12,34,246.288,25,1,2,0,4,False,False,False,True
26/04/2018,225,26,28,246.288,24,1,1,2,8,False,False,True,False
26/04/2018,118,13,50,246.288,31,1,1,0,2,True,False,False,False
27/04/2018,179,26,30,246.288,19,3,0,0,2,False,False,False,True
07/05/2018,235,11,37,237.656,29,3,1,1,8,False,False,False,True
09/05/2018,225,15,41,237.656,28,4,2,2,3,False,False,True,False
09/05/2018,235,16,32,237.656,25,3,0,0,2,False,False,False,True
09/05/2018,118,10,37,237.656,28,1,0,0,3,True,False,False,False
09/05/2018,235,20,43,237.656,38,1,1,0,8,False,False,False,True
10/05/2018,179,26,30,237.656,19,3,0,0,1,True,False,False,False
10/05/2018,291,31,40,237.656,25,1,1,1,2,False,False,False,True
10/05/2018,225,15,41,237.656,28,4,2,2,8,True,False,False,False
11/05/2018,300,26,43,237.656,25,1,2,1,64,False,False,True,False
11/05/2018,225,15,41,237.656,28,4,2,2,8,False,False,False,True
11/05/2018,179,26,30,237.656,19,3,0,0,2,False,False,False,True
14/05/2018,118,13,50,237.656,31,1,1,0,2,False,False,False,True
15/05/2018,118,13,50,237.656,31,1,1,0,3,True,False,False,False
15/05/2018,118,10,37,237.656,28,1,0,0,1,False,False,False,True
15/05/2018,118,13,50,237.656,31,1,1,0,0,False,False,False,False
16/05/2018,179,26,30,237.656,19,3,0,0,2,False,False,False,True
16/05/2018,378,49,36,237.656,21,1,2,4,0,False,False,False,False
18/05/2018,179,22,40,237.656,22,2,2,0,1,False,True,False,False
21/05/2018,155,12,34,237.656,25,1,2,0,48,True,False,False,False
21/05/2018,235,16,32,237.656,25,3,0,0,8,True,False,False,False
23/05/2018,291,31,40,237.656,25,1,1,1,8,False,False,False,True
23/05/2018,179,22,40,237.656,22,2,2,0,8,True,False,False,False
23/05/2018,225,26,28,237.656,24,1,1,2,3,True,False,False,False
24/05/2018,330,16,28,237.656,25,2,0,0,8,True,False,False,False
24/05/2018,235,16,32,237.656,25,3,0,0,2,False,False,False,True
31/05/2018,291,31,40,237.656,25,1,1,1,2,False,False,False,True
