Reason_type1,Reason_type2,Reason_type3,Reason_type4,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,Month Value,day of the Week,
FALSE,FALSE,FALSE,TRUE,15-08-2016,235,11,37,265.615,29,1,1,1,1,8,0,
FALSE,FALSE,FALSE,TRUE,17-08-2016,118,13,50,265.615,31,0,1,0,1,8,2,
FALSE,FALSE,TRUE,FALSE,24-08-2016,235,11,37,265.615,29,1,1,1,8,8,2,
TRUE,FALSE,FALSE,FALSE,08-08-2016,361,52,28,265.615,27,0,1,4,8,8,0,
TRUE,FALSE,FALSE,FALSE,30-08-2016,184,42,27,265.615,21,0,0,0,8,8,1,
TRUE,FALSE,FALSE,FALSE,05-09-2016,179,51,38,294.217,31,0,0,0,8,9,0,
FALSE,FALSE,FALSE,TRUE,09-09-2016,179,51,38,294.217,31,0,0,0,3,9,4,
FALSE,FALSE,TRUE,FALSE,07-09-2016,289,36,33,294.217,30,0,2,1,24,9,2,
FALSE,FALSE,FALSE,FALSE,08-09-2016,235,20,43,294.217,38,0,1,0,0,9,3,
TRUE,FALSE,FALSE,FALSE,12-09-2016,246,25,41,294.217,23,0,0,0,16,9,0,
FALSE,FALSE,FALSE,TRUE,13-09-2016,291,31,40,294.217,25,0,1,1,3,9,1,
FALSE,FALSE,FALSE,FALSE,13-09-2016,231,35,39,294.217,35,0,2,2,0,9,1,
FALSE,FALSE,FALSE,FALSE,13-09-2016,291,50,32,294.217,23,0,0,0,0,9,1,
TRUE,FALSE,FALSE,FALSE,14-09-2016,179,51,38,294.217,31,0,0,0,8,9,2,
TRUE,FALSE,FALSE,FALSE,14-09-2016,246,25,41,294.217,23,0,0,0,32,9,2,
FALSE,FALSE,FALSE,TRUE,15-09-2016,179,51,38,294.217,31,0,0,0,1,9,3,
FALSE,FALSE,FALSE,TRUE,16-09-2016,291,31,40,294.217,25,0,1,1,4,9,4,
FALSE,FALSE,FALSE,TRUE,16-09-2016,260,50,36,294.217,23,0,4,0,4,9,4,
FALSE,FALSE,FALSE,TRUE,14-09-2016,235,20,43,294.217,38,0,1,0,8,9,2,
FALSE,FALSE,FALSE,TRUE,15-09-2016,118,13,50,294.217,31,0,1,0,1,9,3,
FALSE,FALSE,FALSE,FALSE,15-09-2016,235,20,43,294.217,38,0,1,0,0,9,3,
FALSE,FALSE,FALSE,TRUE,16-09-2016,291,31,40,294.217,25,0,1,1,3,9,4,
TRUE,FALSE,FALSE,FALSE,26-09-2016,291,31,40,294.217,25,0,1,1,40,9,0,
TRUE,FALSE,FALSE,FALSE,26-09-2016,179,51,38,294.217,31,0,0,0,8,9,0,
FALSE,FALSE,FALSE,TRUE,05-10-2016,289,36,33,265.017,30,0,2,1,8,10,2,
FALSE,FALSE,FALSE,TRUE,05-10-2016,235,11,37,265.017,29,1,1,1,4,10,2,
FALSE,FALSE,FALSE,TRUE,05-10-2016,289,36,33,265.017,30,0,2,1,8,10,2,
FALSE,FALSE,FALSE,TRUE,06-10-2016,289,36,33,265.017,30,0,2,1,8,10,3,
FALSE,FALSE,FALSE,FALSE,06-10-2016,118,13,50,265.017,31,0,1,0,0,10,3,
FALSE,FALSE,FALSE,FALSE,06-10-2016,248,25,47,265.017,32,0,2,1,0,10,3,
TRUE,FALSE,FALSE,FALSE,12-10-2016,179,26,30,265.017,19,1,0,0,8,10,2,
TRUE,FALSE,FALSE,FALSE,12-10-2016,118,10,37,265.017,28,0,0,0,3,10,2,
FALSE,FALSE,FALSE,TRUE,12-10-2016,369,17,31,265.017,25,0,3,0,8,10,2,
FALSE,FALSE,FALSE,TRUE,14-10-2016,179,51,38,265.017,31,0,0,0,1,10,4,
TRUE,FALSE,FALSE,FALSE,14-10-2016,179,26,30,265.017,19,1,0,0,64,10,4,
FALSE,FALSE,FALSE,FALSE,14-10-2016,235,20,43,265.017,38,0,1,0,0,10,4,
FALSE,FALSE,TRUE,FALSE,15-10-2016,289,36,33,265.017,30,0,2,1,16,10,5,
FALSE,FALSE,FALSE,TRUE,16-10-2016,260,50,36,265.017,23,0,4,0,3,10,6,
FALSE,FALSE,FALSE,FALSE,16-10-2016,235,20,43,265.017,38,0,1,0,0,10,6,
FALSE,FALSE,FALSE,TRUE,19-10-2016,235,20,43,265.017,38,0,1,0,2,10,2,
FALSE,FALSE,FALSE,TRUE,19-10-2016,235,20,43,265.017,38,0,1,0,2,10,2,
FALSE,FALSE,FALSE,TRUE,20-10-2016,118,13,50,265.017,31,0,1,0,1,10,3,
FALSE,FALSE,FALSE,TRUE,20-10-2016,291,31,40,265.017,25,0,1,1,4,10,3,
FALSE,FALSE,FALSE,TRUE,22-10-2016,179,26,30,265.017,19,1,0,0,16,10,5,
FALSE,FALSE,FALSE,TRUE,22-10-2016,118,13,50,265.017,31,0,1,0,1,10,5,
TRUE,FALSE,FALSE,FALSE,26-10-2016,361,52,28,265.017,27,0,1,4,8,10,2,
FALSE,FALSE,FALSE,FALSE,27-10-2016,260,50,36,265.017,23,0,4,0,0,10,3,
FALSE,FALSE,FALSE,FALSE,27-10-2016,291,31,40,265.017,25,0,1,1,0,10,3,
FALSE,FALSE,FALSE,FALSE,27-10-2016,157,27,29,265.017,22,0,0,0,0,10,3,
TRUE,FALSE,FALSE,FALSE,28-10-2016,179,26,30,265.017,19,1,0,0,5,10,4,
TRUE,FALSE,FALSE,FALSE,28-10-2016,179,26,30,265.017,19,1,0,0,5,10,4,
FALSE,FALSE,FALSE,TRUE,29-10-2016,118,13,50,265.017,31,0,1,0,1,10,5,
TRUE,FALSE,FALSE,FALSE,07-11-2016,118,10,37,284.031,28,0,0,0,8,11,0,
FALSE,FALSE,FALSE,TRUE,07-11-2016,248,25,47,284.031,32,0,2,1,2,11,0,
TRUE,FALSE,FALSE,FALSE,08-11-2016,179,51,38,284.031,31,0,0,0,8,11,1,
FALSE,FALSE,FALSE,TRUE,11-11-2016,260,50,36,284.031,23,0,4,0,3,11,4,
FALSE,FALSE,FALSE,TRUE,14-11-2016,291,31,40,284.031,25,0,1,1,1,11,0,
TRUE,FALSE,FALSE,FALSE,14-11-2016,378,49,36,284.031,21,0,2,4,8,11,0,
TRUE,FALSE,FALSE,FALSE,14-11-2016,155,12,34,284.031,25,0,2,0,120,11,0,
FALSE,FALSE,FALSE,TRUE,14-11-2016,235,20,43,284.031,38,0,1,0,8,11,0,
FALSE,FALSE,FALSE,FALSE,15-11-2016,330,16,28,284.031,25,1,0,0,0,11,1,
FALSE,FALSE,TRUE,FALSE,16-11-2016,235,11,37,284.031,29,1,1,1,1,11,2,
TRUE,FALSE,FALSE,FALSE,16-11-2016,118,10,37,284.031,28,0,0,0,3,11,2,
FALSE,FALSE,FALSE,TRUE,17-11-2016,235,11,37,284.031,29,1,1,1,2,11,3,
FALSE,FALSE,FALSE,TRUE,17-11-2016,179,51,38,284.031,31,0,0,0,3,11,3,
TRUE,FALSE,FALSE,FALSE,18-11-2016,246,25,41,284.031,23,0,0,0,8,11,4,
TRUE,FALSE,FALSE,FALSE,18-11-2016,291,31,40,284.031,25,0,1,1,4,11,4,
TRUE,FALSE,FALSE,FALSE,21-11-2016,246,25,41,284.031,23,0,0,0,8,11,0,
FALSE,FALSE,FALSE,TRUE,22-11-2016,179,51,38,284.031,31,0,0,0,1,11,1,
TRUE,FALSE,FALSE,FALSE,23-11-2016,260,50,36,284.031,23,0,4,0,8,11,2,
FALSE,TRUE,FALSE,FALSE,25-11-2016,260,50,36,284.031,23,0,4,0,8,11,4,
FALSE,FALSE,FALSE,FALSE,25-11-2016,378,49,36,284.031,21,0,2,4,0,11,4,
FALSE,FALSE,FALSE,FALSE,29-11-2016,279,5,39,284.031,24,0,2,0,0,11,1,
FALSE,FALSE,FALSE,TRUE,24-11-2016,179,51,38,284.031,31,0,0,0,1,11,3,
TRUE,FALSE,FALSE,FALSE,05-12-2016,225,26,28,236.629,24,0,1,2,3,12,0,
FALSE,FALSE,FALSE,TRUE,05-12-2016,179,51,38,236.629,31,0,0,0,2,12,0,
FALSE,FALSE,FALSE,TRUE,05-12-2016,179,51,38,236.629,31,0,0,0,1,12,0,
FALSE,FALSE,FALSE,TRUE,05-12-2016,235,11,37,236.629,29,1,1,1,3,12,0,
FALSE,FALSE,FALSE,TRUE,06-12-2016,118,13,50,236.629,31,0,1,0,1,12,1,
FALSE,FALSE,FALSE,TRUE,09-12-2016,260,50,36,236.629,23,0,4,0,4,12,4,
TRUE,FALSE,FALSE,FALSE,15-12-2016,246,25,41,236.629,23,0,0,0,8,12,3,
FALSE,FALSE,FALSE,TRUE,15-12-2016,179,51,38,236.629,31,0,0,0,1,12,3,
FALSE,FALSE,FALSE,TRUE,16-12-2016,179,51,38,236.629,31,0,0,0,1,12,4,
FALSE,FALSE,FALSE,TRUE,20-12-2016,179,26,30,236.629,19,1,0,0,1,12,1,
FALSE,FALSE,FALSE,TRUE,20-12-2016,118,10,37,236.629,28,0,0,0,8,12,1,
FALSE,FALSE,FALSE,TRUE,22-12-2016,235,11,37,236.629,29,1,1,1,2,12,3,
FALSE,FALSE,FALSE,TRUE,23-12-2016,179,51,38,236.629,31,0,0,0,1,12,4,
TRUE,FALSE,FALSE,FALSE,20-12-2016,235,20,43,236.629,38,0,1,0,8,12,1,
TRUE,FALSE,FALSE,FALSE,20-12-2016,235,11,37,236.629,29,1,1,1,4,12,1,
FALSE,FALSE,FALSE,TRUE,21-12-2016,260,50,36,236.629,23,0,4,0,8,12,2,
FALSE,FALSE,FALSE,TRUE,19-12-2016,157,27,29,236.629,22,0,0,0,2,12,0,
FALSE,FALSE,FALSE,TRUE,19-12-2016,179,51,38,236.629,31,0,0,0,3,12,0,
FALSE,FALSE,TRUE,FALSE,19-12-2016,289,36,33,236.629,30,0,2,1,8,12,0,
FALSE,FALSE,FALSE,TRUE,04-01-2017,225,26,28,330.061,24,0,1,2,5,1,2,
FALSE,FALSE,TRUE,FALSE,09-01-2017,118,10,37,330.061,28,0,0,0,32,1,0,
FALSE,FALSE,FALSE,TRUE,09-01-2017,155,12,34,330.061,25,0,2,0,2,1,0,
TRUE,FALSE,FALSE,FALSE,03-01-2017,235,11,37,330.061,29,1,1,1,1,1,1,
FALSE,FALSE,FALSE,TRUE,03-01-2017,155,12,34,330.061,25,0,2,0,4,1,1,
FALSE,FALSE,FALSE,TRUE,09-01-2017,289,36,33,330.061,30,0,2,1,8,1,0,
TRUE,FALSE,FALSE,FALSE,11-01-2017,291,31,40,330.061,25,0,1,1,8,1,2,
FALSE,FALSE,FALSE,TRUE,16-01-2017,235,20,43,330.061,38,0,1,0,8,1,0,
FALSE,FALSE,FALSE,TRUE,16-01-2017,118,13,50,330.061,31,0,1,0,4,1,0,
FALSE,FALSE,FALSE,TRUE,25-01-2017,179,51,38,330.061,31,0,0,0,1,1,2,
FALSE,FALSE,FALSE,TRUE,27-01-2017,179,51,38,330.061,31,0,0,0,1,1,4,
FALSE,FALSE,FALSE,TRUE,07-02-2017,118,10,37,251.818,28,0,0,0,2,2,1,
FALSE,FALSE,FALSE,TRUE,01-02-2017,179,51,38,251.818,31,0,0,0,3,2,2,
TRUE,FALSE,FALSE,FALSE,01-02-2017,225,26,28,251.818,24,0,1,2,1,2,2,
FALSE,FALSE,FALSE,TRUE,03-02-2017,289,36,33,251.818,30,0,2,1,3,2,4,
FALSE,FALSE,FALSE,TRUE,10-02-2017,260,50,36,251.818,23,0,4,0,3,2,4,
FALSE,FALSE,FALSE,TRUE,17-02-2017,179,51,38,251.818,31,0,0,0,3,2,4,
FALSE,FALSE,FALSE,TRUE,13-02-2017,179,51,38,251.818,31,0,0,0,2,2,0,
FALSE,FALSE,FALSE,TRUE,15-02-2017,179,51,38,251.818,31,0,0,0,3,2,2,
TRUE,FALSE,FALSE,FALSE,16-02-2017,179,51,38,251.818,31,0,0,0,8,2,3,
FALSE,FALSE,FALSE,TRUE,16-02-2017,246,25,41,251.818,23,0,0,0,8,2,3,
FALSE,FALSE,FALSE,TRUE,17-02-2017,179,51,38,251.818,31,0,0,0,3,2,4,
FALSE,FALSE,FALSE,TRUE,13-02-2017,189,29,33,251.818,25,0,2,2,8,2,0,
FALSE,FALSE,FALSE,TRUE,13-02-2017,179,51,38,251.818,31,0,0,0,3,2,0,
FALSE,FALSE,FALSE,TRUE,21-02-2017,246,25,41,251.818,23,0,0,0,2,2,1,
FALSE,FALSE,FALSE,TRUE,21-02-2017,291,31,40,251.818,25,0,1,1,2,2,1,
TRUE,FALSE,FALSE,FALSE,22-02-2017,157,27,29,251.818,22,0,0,0,16,2,2,
FALSE,FALSE,FALSE,TRUE,22-02-2017,179,51,38,251.818,31,0,0,0,3,2,2,
FALSE,FALSE,FALSE,TRUE,24-02-2017,179,51,38,251.818,31,0,0,0,3,2,4,
TRUE,FALSE,FALSE,FALSE,24-02-2017,246,25,41,251.818,23,0,0,0,24,2,4,
FALSE,FALSE,FALSE,TRUE,22-02-2017,179,51,38,251.818,31,0,0,0,3,2,2,
FALSE,FALSE,FALSE,TRUE,24-02-2017,179,51,38,251.818,31,0,0,0,3,2,4,
FALSE,FALSE,TRUE,FALSE,07-03-2017,118,10,37,244.387,28,0,0,0,8,3,1,
FALSE,FALSE,TRUE,FALSE,08-03-2017,246,25,41,244.387,23,0,0,0,16,3,2,
FALSE,FALSE,FALSE,TRUE,10-03-2017,246,25,41,244.387,23,0,0,0,2,3,4,
FALSE,FALSE,FALSE,TRUE,10-03-2017,260,50,36,244.387,23,0,4,0,4,3,4,
FALSE,FALSE,FALSE,TRUE,13-03-2017,179,51,38,244.387,31,0,0,0,2,3,0,
FALSE,FALSE,FALSE,TRUE,13-03-2017,235,11,37,244.387,29,1,1,1,8,3,0,
FALSE,FALSE,FALSE,TRUE,14-03-2017,179,22,40,244.387,22,1,2,0,8,3,1,
FALSE,FALSE,FALSE,TRUE,14-03-2017,378,49,36,244.387,21,0,2,4,8,3,1,
FALSE,FALSE,FALSE,TRUE,20-03-2017,179,51,38,244.387,31,0,0,0,16,3,0,
FALSE,FALSE,FALSE,TRUE,22-03-2017,361,52,28,244.387,27,0,1,4,8,3,2,
FALSE,FALSE,FALSE,FALSE,22-03-2017,369,17,31,244.387,25,0,3,0,0,3,2,
FALSE,FALSE,TRUE,FALSE,23-03-2017,235,11,37,244.387,29,1,1,1,8,3,3,
FALSE,FALSE,FALSE,TRUE,24-03-2017,118,13,50,244.387,31,0,1,0,2,3,4,
TRUE,FALSE,FALSE,FALSE,28-03-2017,118,13,50,244.387,31,0,1,0,3,3,1,
TRUE,FALSE,FALSE,FALSE,29-03-2017,118,13,50,244.387,31,0,1,0,8,3,2,
FALSE,FALSE,FALSE,FALSE,30-03-2017,235,11,37,244.387,29,1,1,1,0,3,3,
FALSE,FALSE,FALSE,FALSE,30-03-2017,246,25,41,244.387,23,0,0,0,0,3,3,
FALSE,FALSE,FALSE,FALSE,30-03-2017,118,13,50,244.387,31,0,1,0,0,3,3,
FALSE,FALSE,FALSE,TRUE,31-03-2017,179,51,38,244.387,31,0,0,0,8,3,4,
FALSE,FALSE,FALSE,TRUE,31-03-2017,289,36,33,244.387,30,0,2,1,8,3,4,
FALSE,FALSE,TRUE,FALSE,27-03-2017,260,50,36,244.387,23,0,4,0,8,3,0,
FALSE,FALSE,FALSE,TRUE,28-03-2017,246,25,41,244.387,23,0,0,0,2,3,1,
FALSE,FALSE,FALSE,TRUE,05-04-2017,179,51,38,239.409,31,0,0,0,4,4,2,
FALSE,FALSE,FALSE,TRUE,07-04-2017,260,50,36,239.409,23,0,4,0,3,4,4,
FALSE,FALSE,FALSE,TRUE,07-04-2017,330,16,28,239.409,25,1,0,0,4,4,4,
FALSE,FALSE,FALSE,TRUE,10-04-2017,369,17,31,239.409,25,0,3,0,4,4,0,
FALSE,FALSE,FALSE,TRUE,10-04-2017,248,25,47,239.409,32,0,2,1,4,4,0,
FALSE,FALSE,FALSE,TRUE,12-04-2017,330,16,28,239.409,25,1,0,0,8,4,2,
FALSE,FALSE,FALSE,TRUE,12-04-2017,179,51,38,239.409,31,0,0,0,8,4,2,
FALSE,FALSE,FALSE,TRUE,17-04-2017,118,13,50,239.409,31,0,1,0,1,4,0,
TRUE,FALSE,FALSE,FALSE,19-04-2017,118,13,50,239.409,31,0,1,0,120,4,2,
FALSE,FALSE,FALSE,TRUE,28-04-2017,300,26,43,239.409,25,0,2,1,8,4,4,
FALSE,FALSE,FALSE,TRUE,28-04-2017,260,50,36,239.409,23,0,4,0,4,4,4,
FALSE,FALSE,FALSE,TRUE,24-04-2017,179,51,38,239.409,31,0,0,0,4,4,0,
TRUE,FALSE,FALSE,FALSE,26-04-2017,118,10,37,239.409,28,0,0,0,2,4,2,
TRUE,FALSE,FALSE,FALSE,01-05-2017,235,20,43,246.074,38,0,1,0,16,5,0,
FALSE,FALSE,FALSE,TRUE,03-05-2017,248,25,47,246.074,32,0,2,1,2,5,2,
TRUE,FALSE,FALSE,FALSE,08-05-2017,369,17,31,246.074,25,0,3,0,8,5,0,
FALSE,FALSE,FALSE,TRUE,10-05-2017,179,26,30,246.074,19,1,0,0,3,5,2,
FALSE,FALSE,FALSE,TRUE,10-05-2017,179,51,38,246.074,31,0,0,0,4,5,2,
FALSE,FALSE,FALSE,TRUE,11-05-2017,361,52,28,246.074,27,0,1,4,1,5,3,
FALSE,FALSE,FALSE,TRUE,12-05-2017,260,50,36,246.074,23,0,4,0,3,5,4,
TRUE,FALSE,FALSE,FALSE,15-05-2017,179,22,40,246.074,22,1,2,0,2,5,0,
TRUE,FALSE,FALSE,FALSE,15-05-2017,179,22,40,246.074,22,1,2,0,3,5,0,
FALSE,FALSE,TRUE,FALSE,17-05-2017,228,14,58,246.074,22,0,2,1,8,5,2,
FALSE,FALSE,FALSE,TRUE,17-05-2017,225,26,28,246.074,24,0,1,2,3,5,2,
TRUE,FALSE,FALSE,FALSE,19-05-2017,330,16,28,246.074,25,1,0,0,8,5,4,
FALSE,FALSE,FALSE,TRUE,22-05-2017,179,26,30,246.074,19,1,0,0,2,5,0,
FALSE,FALSE,FALSE,TRUE,22-05-2017,118,10,37,246.074,28,0,0,0,1,5,0,
TRUE,FALSE,FALSE,FALSE,29-05-2017,235,11,37,246.074,29,1,1,1,8,5,0,
FALSE,FALSE,FALSE,TRUE,31-05-2017,179,26,30,246.074,19,1,0,0,3,5,2,
FALSE,FALSE,FALSE,TRUE,05-06-2017,118,10,37,253.957,28,0,0,0,3,6,0,
FALSE,FALSE,FALSE,TRUE,05-06-2017,179,51,38,253.957,31,0,0,0,3,6,0,
FALSE,FALSE,FALSE,TRUE,06-06-2017,118,10,37,253.957,28,0,0,0,2,6,1,
FALSE,FALSE,FALSE,TRUE,08-06-2017,225,26,28,253.957,24,0,1,2,4,6,3,
FALSE,FALSE,FALSE,TRUE,09-06-2017,260,50,36,253.957,23,0,4,0,4,6,4,
FALSE,FALSE,FALSE,FALSE,09-06-2017,179,51,38,253.957,31,0,0,0,0,6,4,
TRUE,FALSE,FALSE,FALSE,12-06-2017,291,31,40,253.957,25,0,1,1,40,6,0,
FALSE,FALSE,FALSE,TRUE,12-06-2017,179,51,38,253.957,31,0,0,0,24,6,0,
FALSE,FALSE,FALSE,TRUE,13-06-2017,246,25,41,253.957,23,0,0,0,3,6,1,
FALSE,FALSE,FALSE,TRUE,19-06-2017,179,51,38,253.957,31,0,0,0,4,6,0,
FALSE,FALSE,FALSE,TRUE,20-06-2017,235,20,43,253.957,38,0,1,0,8,6,1,
FALSE,FALSE,FALSE,TRUE,26-06-2017,179,51,38,253.957,31,0,0,0,2,6,0,
FALSE,FALSE,FALSE,TRUE,28-06-2017,225,26,28,253.957,24,0,1,2,2,6,2,
FALSE,FALSE,FALSE,TRUE,28-06-2017,118,13,50,253.957,31,0,1,0,2,6,2,
TRUE,FALSE,FALSE,FALSE,28-06-2017,179,51,38,253.957,31,0,0,0,8,6,2,
FALSE,FALSE,TRUE,FALSE,28-06-2017,179,26,30,253.957,19,1,0,0,2,6,2,
FALSE,FALSE,FALSE,TRUE,30-06-2017,246,25,41,253.957,23,0,0,0,2,6,4,
TRUE,FALSE,FALSE,FALSE,27-06-2017,330,16,28,253.957,25,1,0,0,1,6,1,
TRUE,FALSE,FALSE,FALSE,27-06-2017,235,11,37,253.957,29,1,1,1,8,6,1,
FALSE,FALSE,FALSE,TRUE,06-07-2017,179,26,30,230.29,19,1,0,0,2,7,3,
FALSE,FALSE,FALSE,TRUE,06-07-2017,225,26,28,230.29,24,0,1,2,4,7,3,
TRUE,FALSE,FALSE,FALSE,07-07-2017,260,50,36,230.29,23,0,4,0,8,7,4,
TRUE,FALSE,FALSE,FALSE,10-07-2017,268,11,33,230.29,25,1,0,0,8,7,0,
FALSE,FALSE,FALSE,TRUE,14-07-2017,330,16,28,230.29,25,1,0,0,8,7,4,
FALSE,FALSE,FALSE,TRUE,14-07-2017,118,10,37,230.29,28,0,0,0,8,7,4,
FALSE,FALSE,FALSE,TRUE,17-07-2017,260,50,36,230.29,23,0,4,0,4,7,0,
FALSE,FALSE,FALSE,TRUE,18-07-2017,118,10,37,230.29,28,0,0,0,8,7,1,
FALSE,TRUE,FALSE,FALSE,24-07-2017,300,26,43,230.29,25,0,2,1,8,7,0,
FALSE,FALSE,FALSE,TRUE,24-07-2017,235,29,48,230.29,33,0,1,5,1,7,0,
FALSE,FALSE,FALSE,TRUE,25-07-2017,246,25,41,230.29,23,0,0,0,2,7,1,
TRUE,FALSE,FALSE,FALSE,25-07-2017,225,26,28,230.29,24,0,1,2,112,7,1,
FALSE,FALSE,FALSE,TRUE,25-07-2017,179,51,38,230.29,31,0,0,0,1,7,1,
FALSE,FALSE,FALSE,TRUE,28-07-2017,118,13,50,230.29,31,0,1,0,1,7,4,
FALSE,FALSE,FALSE,TRUE,28-07-2017,361,52,28,230.29,27,0,1,4,8,7,4,
FALSE,FALSE,FALSE,TRUE,24-07-2017,289,36,33,230.29,30,0,2,1,8,7,0,
FALSE,FALSE,FALSE,TRUE,24-07-2017,235,20,43,230.29,38,0,1,0,8,7,0,
FALSE,FALSE,FALSE,TRUE,25-07-2017,246,25,41,230.29,23,0,0,0,2,7,1,
FALSE,FALSE,FALSE,TRUE,27-07-2017,291,31,40,230.29,25,0,1,1,1,7,3,
FALSE,FALSE,FALSE,TRUE,27-07-2017,279,5,39,230.29,24,0,2,0,2,7,3,
FALSE,FALSE,FALSE,TRUE,03-08-2017,179,51,38,249.797,31,0,0,0,4,8,3,
FALSE,FALSE,FALSE,TRUE,07-08-2017,179,22,40,249.797,22,1,2,0,1,8,0,
FALSE,FALSE,FALSE,TRUE,08-08-2017,246,25,41,249.797,23,0,0,0,4,8,1,
FALSE,FALSE,FALSE,TRUE,08-08-2017,118,10,37,249.797,28,0,0,0,4,8,1,
FALSE,FALSE,FALSE,TRUE,08-08-2017,289,36,33,249.797,30,0,2,1,8,8,1,
FALSE,FALSE,FALSE,TRUE,08-08-2017,235,20,43,249.797,38,0,1,0,8,8,1,
FALSE,FALSE,FALSE,TRUE,10-08-2017,291,31,40,249.797,25,0,1,1,4,8,3,
FALSE,FALSE,FALSE,TRUE,14-08-2017,179,51,38,249.797,31,0,0,0,4,8,0,
FALSE,FALSE,FALSE,TRUE,15-08-2017,179,22,40,249.797,22,1,2,0,8,8,1,
FALSE,FALSE,FALSE,TRUE,17-08-2017,330,16,28,249.797,25,1,0,0,16,8,3,
FALSE,FALSE,FALSE,TRUE,22-08-2017,235,11,37,249.797,29,1,1,1,4,8,1,
FALSE,FALSE,FALSE,TRUE,22-08-2017,246,25,41,249.797,23,0,0,0,1,8,1,
FALSE,FALSE,FALSE,TRUE,22-08-2017,118,10,37,249.797,28,0,0,0,5,8,1,
FALSE,FALSE,FALSE,TRUE,24-08-2017,291,31,40,249.797,25,0,1,1,2,8,3,
FALSE,FALSE,FALSE,TRUE,28-08-2017,260,50,36,249.797,23,0,4,0,3,8,0,
FALSE,FALSE,FALSE,TRUE,05-09-2017,246,25,41,261.756,23,0,0,0,1,9,1,
FALSE,FALSE,FALSE,TRUE,05-09-2017,246,25,41,261.756,23,0,0,0,1,9,1,
FALSE,FALSE,FALSE,TRUE,05-09-2017,118,10,37,261.756,28,0,0,0,3,9,1,
FALSE,FALSE,FALSE,TRUE,05-09-2017,155,12,34,261.756,25,0,2,0,2,9,1,
FALSE,FALSE,FALSE,TRUE,07-09-2017,291,31,40,261.756,25,0,1,1,2,9,3,
FALSE,FALSE,FALSE,TRUE,08-09-2017,179,26,30,261.756,19,1,0,0,8,9,4,
FALSE,FALSE,FALSE,TRUE,08-09-2017,248,25,47,261.756,32,0,2,1,1,9,4,
FALSE,FALSE,FALSE,TRUE,11-09-2017,179,51,38,261.756,31,0,0,0,4,9,0,
FALSE,FALSE,FALSE,TRUE,13-09-2017,225,26,28,261.756,24,0,1,2,1,9,2,
FALSE,FALSE,FALSE,TRUE,18-09-2017,179,26,30,261.756,19,1,0,0,2,9,0,
FALSE,FALSE,FALSE,TRUE,19-09-2017,369,17,31,261.756,25,0,3,0,8,9,1,
FALSE,FALSE,FALSE,TRUE,26-09-2017,361,52,28,261.756,27,0,1,4,8,9,1,
TRUE,FALSE,FALSE,FALSE,05-10-2017,289,48,49,284.853,36,0,0,2,1,10,3,
TRUE,FALSE,FALSE,FALSE,05-10-2017,235,16,32,284.853,25,1,0,0,3,10,3,
FALSE,FALSE,FALSE,TRUE,06-10-2017,246,25,41,284.853,23,0,0,0,8,10,4,
TRUE,FALSE,FALSE,FALSE,11-10-2017,289,48,49,284.853,36,0,0,2,3,10,2,
FALSE,FALSE,FALSE,TRUE,11-10-2017,291,31,40,284.853,25,0,1,1,2,10,2,
FALSE,FALSE,FALSE,TRUE,17-10-2017,118,10,37,284.853,28,0,0,0,2,10,1,
FALSE,FALSE,FALSE,TRUE,19-10-2017,289,48,49,284.853,36,0,0,2,2,10,3,
FALSE,FALSE,FALSE,TRUE,20-10-2017,291,31,40,284.853,25,0,1,1,1,10,4,
FALSE,FALSE,FALSE,TRUE,24-10-2017,225,26,28,284.853,24,0,1,2,2,10,1,
FALSE,FALSE,FALSE,TRUE,24-10-2017,369,17,31,284.853,25,0,3,0,8,10,1,
FALSE,FALSE,FALSE,TRUE,24-10-2017,369,17,31,284.853,25,0,3,0,3,10,1,
FALSE,FALSE,FALSE,TRUE,24-10-2017,225,26,28,284.853,24,0,1,2,4,10,1,
FALSE,FALSE,FALSE,TRUE,24-10-2017,369,17,31,284.853,25,0,3,0,8,10,1,
FALSE,FALSE,FALSE,TRUE,25-10-2017,179,51,38,284.853,31,0,0,0,3,10,2,
TRUE,FALSE,FALSE,FALSE,25-10-2017,228,14,58,284.853,22,0,2,1,1,10,2,
FALSE,FALSE,FALSE,TRUE,25-10-2017,291,31,40,284.853,25,0,1,1,1,10,2,
TRUE,FALSE,FALSE,FALSE,26-10-2017,369,17,31,284.853,25,0,3,0,8,10,3,
TRUE,FALSE,FALSE,FALSE,26-10-2017,225,26,28,284.853,24,0,1,2,1,10,3,
TRUE,FALSE,FALSE,FALSE,27-10-2017,369,17,31,284.853,25,0,3,0,8,10,4,
TRUE,FALSE,FALSE,FALSE,27-10-2017,225,26,28,284.853,24,0,1,2,3,10,4,
FALSE,FALSE,FALSE,TRUE,29-10-2017,189,29,33,284.853,25,0,2,2,8,10,6,
TRUE,FALSE,FALSE,FALSE,29-10-2017,235,16,32,284.853,25,1,0,0,8,10,6,
TRUE,FALSE,FALSE,FALSE,29-10-2017,248,25,47,284.853,32,0,2,1,8,10,6,
FALSE,FALSE,FALSE,FALSE,29-10-2017,225,26,28,284.853,24,0,1,2,0,10,6,
TRUE,FALSE,FALSE,FALSE,31-10-2017,225,26,28,284.853,24,0,1,2,3,10,1,
